name,octagon_debut,height,weight,reach,leg_reach,sig_strikes_landed_per_minute,sig_strikes_absorbed_per_minute,takedowns_avg,submission_avg,knockdown_avg,fight_time_avg
luiz garagorri,"Aug. 10, 2018",69.0,145.5,70.0,38.0,3.0,2.0,0.48,0.0,0.0,626
lukasz brzeski,"Aug. 13, 2022",75.0,242.0,78.0,43.0,5.0,4.0,0.41,0.41,0.0,547
lukasz sajewski,"Jun. 20, 2015",68.0,156.0,71.0,39.0,2.0,4.0,1.01,0.0,0.0,592
lukasz sudolski,"Sep. 27, 2025",76.0,205.0,75.5,45.0,6.0,5.0,0.0,0.0,0.0,221
luke barnatt,"Apr. 14, 2013",78.0,185.0,77.0,45.9,4.0,4.0,0.63,0.42,0.42,716
luke caudillo,"Jun. 12, 2007",67.0,156.0,69.1,39.2,2.0,5.0,0.44,0.0,0.87,690
luke cummo,"Nov. 5, 2005",72.0,167.0,73.0,41.9,2.0,2.0,0.89,1.42,0.71,724
luke flores,"Aug. 29, 2017",72.0,155.5,73.7,41.3,2.0,2.0,0.0,1.17,0.0,303
luke jumeau,"Jun. 11, 2017",71.0,171.0,72.0,40.5,3.0,3.0,0.25,0.0,0.0,900
luke rockhold,"Jan. 8, 2012",75.0,185.5,77.0,45.0,4.0,3.0,0.7,1.01,0.91,465
luke sanders,"Jan. 17, 2016",66.0,145.5,67.0,36.5,7.0,4.0,0.71,0.24,0.95,441
luke zachrich,"Apr. 19, 2014",74.0,185.5,74.0,41.7,5.0,4.0,0.74,0.0,0.0,404
lv zhenhong,"Aug. 31, 2019",68.0,146.0,67.0,37.0,0.0,0.0,0.0,0.0,0.0,0
lyman good,"Jul. 15, 2015",72.0,170.5,74.0,41.0,5.0,4.0,0.27,0.0,0.82,548
lyoto machida,"Feb. 3, 2007",73.0,186.0,74.0,42.0,3.0,2.0,1.21,0.4,0.69,697
mabelly lima,"Sep. 27, 2025",62.0,134.0,64.8,37.2,3.0,6.0,0.0,0.0,0.0,900
mac danzig,"Dec. 9, 2007",68.0,155.0,70.0,39.0,3.0,3.0,1.2,0.6,0.3,659
mackens semerzier,"Mar. 27, 2011",69.0,146.0,71.0,40.3,3.0,3.0,2.14,2.14,0.0,481
mackenzie dern,"Mar. 3, 2018",64.0,116.0,63.0,37.5,3.0,4.0,0.89,1.19,0.15,807
macy chiasson,"Nov. 30, 2018",71.0,144.0,72.0,42.0,3.0,3.0,2.08,0.37,0.24,614
mads burnell,"Sep. 2, 2017",68.0,146.0,69.0,39.0,1.0,3.0,3.45,0.38,0.0,782
magnus cedenblad,"Apr. 14, 2012",77.0,185.0,79.0,48.0,2.0,3.0,2.87,0.96,0.32,471
magomed ankalaev,"Mar. 17, 2018",75.0,205.0,75.0,46.0,4.0,2.0,0.8,0.0,0.56,751
magomed bibulatov,"Apr. 8, 2017",65.0,127.0,65.5,36.5,4.0,2.0,2.85,0.0,0.0,633
magomed gadzhiyasulov,"Jun. 22, 2024",74.0,205.0,75.5,43.5,3.0,2.0,3.67,0.0,0.0,900
magomed mustafaev,"Jun. 20, 2015",68.0,156.0,71.0,40.0,3.0,3.0,3.31,0.41,0.83,435
maheshate,"Jun. 11, 2022",72.0,155.0,71.5,41.5,4.0,6.0,0.0,0.0,0.36,719
maia stevenson,"Feb. 4, 2018",64.0,116.0,62.5,35.0,2.0,3.0,3.91,0.0,0.0,230
maiara amajanas dos santos,"Sep. 27, 2025",63.6,115.5,63.7,37.3,6.0,24.0,0.0,0.0,0.0,206
maimaitituoheti keremuaili,"Jun. 9, 2022",67.2,136.0,69.2,38.9,0.0,0.0,0.0,0.0,0.0,0
maiquel falcao,"Nov. 21, 2010",71.0,185.0,75.4,41.5,2.0,1.0,1.0,3.0,1.0,900
mairbek taisumov,"Jan. 4, 2014",69.0,156.0,73.0,40.5,3.0,3.0,1.34,0.0,0.77,522
mairon santos,"Aug. 24, 2024",67.0,155.5,72.0,40.0,4.0,2.0,0.0,0.0,0.41,730
makhmud muradov,"Sep. 28, 2019",74.0,185.5,75.5,45.0,4.0,3.0,3.03,0.19,0.57,678
maki pitolo,"Oct. 5, 2019",70.0,184.5,72.0,39.0,4.0,4.0,2.24,0.75,0.25,517
makwan amirkhani,"Jan. 24, 2015",70.0,146.0,72.0,41.0,1.0,3.0,3.96,1.05,0.12,552
malcolm gordon,"Jul. 18, 2020",67.0,127.5,71.0,37.0,3.0,2.0,1.72,1.03,0.0,373
malcolm wellmaker,"Apr. 26, 2025",70.0,136.0,71.5,40.5,7.0,5.0,0.0,0.0,6.35,142
malik lewis,"Sep. 27, 2025",70.6,156.0,71.7,40.6,4.0,6.0,3.98,0.0,0.0,679
mallory martin,"Dec. 1, 2019",64.0,115.0,63.0,36.0,4.0,7.0,2.28,0.33,0.0,553
mana martinez,"Aug. 21, 2021",70.0,137.0,70.0,41.0,4.0,5.0,0.72,0.48,0.96,748
mandel nallo,"Sep. 27, 2025",69.4,155.0,71.7,40.3,9.0,3.0,0.0,0.0,4.31,209
mando gutierrez,"Sep. 27, 2025",67.6,135.5,69.5,37.9,1.0,1.0,1.0,1.0,0.0,900
mandy bohm,"Sep. 4, 2021",67.0,126.0,71.0,38.5,3.0,3.0,0.72,0.72,0.0,838
manel kape,"Feb. 6, 2021",65.0,126.0,68.0,39.0,5.0,4.0,0.42,0.28,0.83,720
manny bermudez,"Feb. 24, 2018",70.0,148.0,71.5,40.0,3.0,3.0,3.06,3.06,0.51,353
manny gamburyan,"Jun. 23, 2007",65.0,136.0,67.0,37.0,2.0,3.0,3.26,0.73,0.16,581
manny vazquez,"Jul. 11, 2017",70.0,125.8,72.0,39.0,1.0,3.0,1.0,1.0,1.0,900
manoel sousa,"Sep. 27, 2025",68.8,155.5,70.6,40.7,3.0,1.0,0.0,2.31,0.0,780
manolo zecchini,"Sep. 2, 2023",68.8,163.0,71.6,39.5,2.0,7.0,0.0,0.0,0.0,231
manon fiorot,"Jan. 20, 2021",67.0,125.0,65.0,38.0,5.0,3.0,1.29,0.54,0.11,761
mansur abdul-malik,"Nov. 9, 2024",74.0,186.0,79.5,43.0,4.0,3.0,0.49,0.0,0.49,460
mantas kondratavicius,"Sep. 27, 2025",71.4,186.0,77.3,42.0,5.0,4.0,13.64,0.0,13.64,66
manuel gaxhja,"Sep. 27, 2025",69.0,160.5,72.1,40.1,0.0,0.0,0.0,0.0,0.0,0
manuel rodriguez,"Dec. 16, 2012",69.0,171.0,71.8,40.6,1.0,3.0,9.09,0.0,0.0,297
manuel torres,"May. 14, 2022",70.0,156.0,73.5,41.0,8.0,4.0,2.0,1.0,4.0,150
marquel mederos,"Feb. 3, 2024",70.0,155.0,69.5,40.0,5.0,3.0,0.0,0.0,0.61,737
mara romero borella,"Oct. 7, 2017",66.0,125.0,69.0,38.0,3.0,2.0,1.83,0.23,0.0,564
marc diakiese,"Oct. 9, 2016",70.0,172.0,73.0,39.0,3.0,3.0,3.29,0.0,0.16,728
marc-andre barriault,"Sep. 27, 2025",73.0,185.0,74.0,42.5,6.0,6.0,0.37,0.09,0.37,604
marcel fortuna,"Feb. 5, 2017",73.0,205.5,74.0,42.0,4.0,5.0,0.45,0.45,0.45,663
marcello aguiar,"Jun. 9, 2000",72.0,200.0,74.1,40.9,0.0,0.0,0.0,0.0,0.0,0
marcello mello,"May. 7, 1999",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
marcelo golm,"Oct. 29, 2017",75.0,250.0,75.5,42.5,4.0,4.0,0.45,0.45,0.0,499
marcelo guimaraes,"Jul. 11, 2012",72.0,185.5,74.8,41.7,5.0,4.0,1.99,0.0,0.0,677
marcelo rojo,"Feb. 27, 2021",68.0,145.0,71.0,41.5,5.0,6.0,0.46,0.0,0.0,651
marcin bandel,"Oct. 4, 2014",70.0,154.0,70.0,40.1,1.0,5.0,0.0,0.0,0.0,228
marcin held,"Nov. 6, 2016",69.0,156.0,71.5,39.5,1.0,2.0,2.46,1.31,0.0,913
marcin prachnio,"Feb. 24, 2018",75.0,205.0,74.0,42.0,6.0,3.0,0.14,0.0,0.14,586
marcin tybura,"Apr. 10, 2016",75.0,256.0,78.0,46.0,4.0,3.0,1.38,0.12,0.06,651
marcin wrzosek,"Dec. 11, 2015",69.0,155.0,71.1,39.9,3.0,4.0,3.0,0.0,0.0,900
marcio alexandre,"May. 31, 2014",73.0,186.0,75.0,42.4,2.0,3.0,0.35,0.71,0.0,634
marcio barbosa,"Sep. 27, 2025",68.4,145.5,69.7,38.7,8.0,8.0,0.0,0.0,7.09,254
marcio cruz,"Oct. 7, 2005",76.0,236.0,79.8,44.2,3.0,2.0,0.53,1.58,0.0,427
marco beltran,"Sep. 27, 2025",68.0,126.0,69.5,39.0,2.0,2.0,0.7,0.23,0.23,647
marco polo reyes,"Nov. 21, 2015",71.0,145.0,71.0,41.0,6.0,6.0,0.0,0.0,1.71,330
marco ruas,"Sep. 8, 1995",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
marco tulio,"Jan. 11, 2025",72.0,186.0,74.5,41.0,8.0,3.0,0.88,0.44,2.21,510
marcos brigagao,"Sep. 27, 2025",73.4,202.5,76.5,43.0,3.0,3.0,0.0,0.0,0.0,900
marcos conrado junior,"Sep. 27, 2025",72.4,212.5,75.4,42.1,2.0,10.0,1.84,0.0,0.0,489
marcos rogerio de lima,"May. 31, 2014",73.0,261.0,75.0,43.0,4.0,3.0,1.4,0.51,0.89,372
marcos rosa,"Feb. 9, 2019",73.0,154.0,76.0,45.0,0.0,2.0,0.0,0.0,0.0,598
marcos vinicius,"Jun. 24, 2012",69.0,136.0,70.5,39.3,2.0,3.0,0.0,0.49,0.0,611
marcus aurelio,"Aug. 25, 2007",70.0,156.0,71.5,40.0,2.0,6.0,1.16,0.7,0.23,648
marcus bossett,"Dec. 16, 1994",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
marcus brimage,"Dec. 4, 2011",64.0,136.0,71.0,37.5,4.0,4.0,0.56,0.0,0.37,603
marcus buchecha,"Jul. 26, 2025",74.0,254.0,77.5,41.0,2.0,3.0,1.0,0.0,0.0,900
marcus da silviera,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
marcus davis,"Nov. 5, 2005",70.0,156.0,70.0,39.4,3.0,3.0,1.6,1.37,0.69,524
marcus jones,"Dec. 5, 2009",78.0,262.0,77.3,45.0,2.0,3.0,8.71,2.9,0.0,310
marcus levesseur,"May. 16, 2012",69.0,155.4,70.6,39.0,3.0,4.0,3.89,0.56,0.0,540
marcus mcghee,"Apr. 29, 2023",68.0,136.0,69.0,38.0,6.0,4.0,0.31,0.31,0.94,574
maria oliveira,"Oct. 23, 2021",66.0,115.5,69.0,39.0,5.0,6.0,0.95,0.0,0.0,757
maria silva,"Sep. 27, 2025",63.0,115.0,65.0,36.0,3.0,1.0,2.0,0.5,0.0,900
marilia santos,"Sep. 27, 2025",66.0,124.5,66.8,39.4,4.0,4.0,1.0,1.0,0.0,900
marina rodriguez,"Sep. 23, 2018",66.0,115.5,65.0,38.5,5.0,3.0,0.27,0.27,0.14,824
mario bautista,"Jan. 19, 2019",69.0,135.0,72.0,39.0,6.0,4.0,1.67,0.77,0.13,583
mario miranda,"Mar. 31, 2010",76.0,185.0,78.6,44.3,2.0,2.0,1.02,0.0,0.34,659
mario neto,"Sep. 23, 2006",73.0,236.0,75.9,43.3,2.0,2.0,2.84,0.0,0.0,317
mario pinto,"Mar. 1, 2025",78.0,246.5,79.0,44.0,4.0,5.0,0.0,0.0,4.07,221
mario sousa,"Sep. 27, 2025",75.0,185.5,79.5,45.0,3.0,3.0,0.52,0.52,0.0,575
marion reneau,"Jan. 3, 2015",66.0,136.0,68.0,39.0,3.0,4.0,0.62,0.79,0.0,786
mariusz ksiazkiewicz,"Sep. 27, 2025",71.6,184.5,74.8,41.3,1.0,3.0,4.0,2.0,0.0,900
mariya agapova,"Jun. 13, 2020",66.0,125.0,68.5,38.5,4.0,4.0,0.55,0.83,0.55,467
mark bocek,"Jul. 7, 2007",68.0,156.0,75.0,39.9,2.0,2.0,3.65,1.32,0.0,683
mark cherico,"Aug. 22, 2017",67.0,146.0,69.0,37.9,4.0,7.0,5.03,0.0,0.0,179
mark choinski,"Jun. 7, 2025",69.0,155.0,72.0,39.6,4.0,7.0,2.0,0.0,0.0,900
mark climaco,"Sep. 27, 2025",67.6,141.2,70.1,38.6,4.0,3.0,3.5,0.0,0.5,900
mark coleman,"Jul. 12, 1996",73.0,205.0,75.7,41.4,2.0,3.0,3.89,0.78,0.0,420
mark david robinson,"Feb. 23, 2001",72.0,285.0,75.9,42.9,0.0,6.0,0.0,0.0,0.0,207
mark de la rosa,"Dec. 30, 2017",66.0,136.0,65.0,38.0,3.0,5.0,0.54,0.18,0.0,715
mark eddiva,"Mar. 1, 2014",68.0,145.0,68.0,39.0,3.0,3.0,1.45,0.0,0.0,619
mark godbeer,"Nov. 19, 2016",76.0,238.0,77.5,44.0,4.0,3.0,0.0,0.0,0.0,469
mark hall,"Sep. 8, 1995",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
mark holst,"Jun. 19, 2010",72.0,155.0,72.6,41.1,0.0,2.0,0.76,2.28,0.0,593
mark hominick,"Mar. 4, 2006",68.0,145.0,69.7,39.5,4.0,4.0,0.25,0.88,0.5,550
mark hughes,"Nov. 17, 2000",68.0,184.0,71.6,39.1,1.0,0.0,3.0,4.5,0.0,600
mark hunt,"Sep. 25, 2010",70.0,264.0,72.0,43.5,3.0,3.0,0.51,0.2,0.71,613
mark kerr,"Jul. 27, 1997",72.0,250.0,73.3,40.0,0.0,1.0,2.92,0.42,0.0,540
mark madsen,"Sep. 28, 2019",68.0,154.6,72.0,39.0,4.0,4.0,2.86,0.0,0.0,630
mark munoz,"Mar. 7, 2009",72.0,186.0,72.0,40.6,3.0,2.0,3.17,0.55,0.22,484
mark scanlon,"Nov. 13, 2010",69.0,170.0,71.0,40.2,2.0,3.0,3.0,2.0,0.0,900
mark schultz,"May. 17, 1996",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
mark striegl,"Oct. 17, 2020",68.0,145.0,70.5,39.0,1.0,4.0,0.0,0.0,0.0,236
mark weir,"Jul. 13, 2002",74.0,183.0,75.8,41.3,2.0,3.0,0.0,3.23,2.16,278
markus perez,"Dec. 9, 2017",73.0,186.0,73.0,40.5,3.0,4.0,0.81,1.01,0.0,634
marlon moraes,"Jun. 3, 2017",66.0,136.0,67.0,37.0,3.0,5.0,0.87,0.35,0.87,470
marlon vera,"Nov. 15, 2014",68.0,136.0,70.5,40.5,4.0,5.0,0.51,0.83,0.56,809
marnic mann,"Sep. 16, 2023",60.0,125.1,60.0,37.0,1.0,5.0,1.9,0.38,0.0,791
martin bravo,"Nov. 6, 2016",68.0,144.0,71.5,38.0,8.0,6.0,2.6,0.0,0.52,433
martin buday,"Apr. 16, 2022",76.0,266.0,77.0,43.0,4.0,4.0,0.15,0.15,0.3,678
martin buschkamp,"Sep. 27, 2025",69.0,145.0,70.0,40.0,0.0,0.0,0.0,0.0,0.0,0
martin day,"Aug. 15, 2017",70.0,146.0,73.5,40.5,4.0,4.0,0.72,0.48,0.48,747
martin kampmann,"Aug. 17, 2006",72.0,170.0,73.2,42.1,3.0,3.0,1.86,2.05,0.49,521
martin mishtaku,"Sep. 27, 2025",73.4,224.0,75.9,42.8,0.0,0.0,0.0,0.0,0.0,0
martin sano,"Sep. 25, 2021",71.0,170.0,75.0,40.0,4.0,12.0,0.0,0.0,0.0,15
martin svensson,"Feb. 27, 2016",73.0,154.0,72.0,42.0,2.0,6.0,0.0,0.0,0.0,386
marvin eastman,"Jun. 6, 2003",69.0,186.0,73.0,39.6,2.0,4.0,1.38,0.0,0.0,369
marvin vettori,"Aug. 21, 2016",72.0,186.0,74.0,41.0,5.0,5.0,1.43,0.41,0.05,1037
maryna moroz,"Apr. 11, 2015",67.0,126.0,67.0,37.0,4.0,5.0,0.7,0.6,0.0,750
masanori kanehara,"Sep. 20, 2014",67.0,135.0,67.0,40.0,2.0,2.0,1.44,0.86,0.29,782
mashrabjon ruzibaev,"Feb. 15, 2025",68.0,176.0,72.6,39.7,0.0,0.0,0.0,0.0,0.0,0
masio fullen,"Feb. 28, 2015",70.0,145.0,70.0,40.1,2.0,4.0,0.47,0.0,0.0,634
mason jones,"Jan. 20, 2021",70.0,156.0,74.0,41.0,6.0,4.0,4.17,0.2,0.2,755
masutatsu yano,"Nov. 19, 1999",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
mateo vogel,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,4.0,3.0,1.0,0.0,0.0,900
mateus mendonca,"Jan. 14, 2023",66.0,137.6,71.5,39.0,2.0,4.0,2.54,0.42,0.85,532
mateusz gamrot,"Oct. 17, 2020",70.0,156.0,70.5,39.0,3.0,3.0,5.33,0.11,0.11,752
mateusz rebecki,"Jan. 14, 2023",67.0,155.5,66.0,36.5,5.0,5.0,3.46,0.61,0.81,631
matheus camilo,"May. 17, 2025",70.0,155.0,69.8,40.1,1.0,1.0,3.44,1.72,0.0,523
matheus nicolau,"Nov. 7, 2015",66.0,125.5,66.0,38.0,3.0,3.0,1.22,0.85,0.97,673
matheus scheffel,"Sep. 27, 2025",74.0,205.5,75.0,42.0,1.0,3.0,0.0,0.0,0.0,180
mats nilsson,"Mar. 8, 2014",73.0,171.0,74.0,41.9,3.0,6.0,3.87,2.32,0.0,582
matt andersen,"May. 17, 1996",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
matt arroyo,"Dec. 9, 2007",72.0,171.0,74.3,41.2,2.0,2.0,2.12,5.29,0.0,567
matt bessette,"Jul. 11, 2017",70.0,145.5,70.5,39.0,4.0,4.0,0.64,0.32,0.32,561
matt brown,"Jun. 21, 2008",72.0,170.0,75.0,43.0,4.0,3.0,1.68,1.3,0.6,553
matt dixon,"Sep. 27, 2025",71.4,170.5,73.7,40.9,2.0,5.0,3.06,0.0,0.0,882
matt dwyer,"Oct. 4, 2014",76.0,169.0,76.0,44.0,3.0,3.0,0.44,0.0,0.88,514
matt frevola,"Aug. 29, 2017",69.0,156.0,71.0,40.0,3.0,4.0,2.39,0.96,1.12,470
matt grice,"Apr. 21, 2007",68.0,145.0,69.7,39.5,4.0,3.0,2.19,0.49,0.73,528
matt hamill,"Jun. 24, 2006",73.0,205.0,75.7,41.4,4.0,4.0,3.0,0.0,0.1,619
matt hobar,"May. 31, 2014",70.0,136.0,70.0,40.4,3.0,4.0,3.66,0.0,0.46,656
matt horwich,"Oct. 25, 2008",74.0,185.0,77.0,42.0,1.0,2.0,0.33,2.67,0.0,900
matt hughes,"Sep. 24, 1999",69.0,170.0,71.0,40.2,2.0,1.0,2.95,1.18,0.22,531
matt lindland,"Dec. 16, 2000",72.0,185.0,74.3,41.1,3.0,2.0,3.01,1.33,0.09,535
matt lucas,"Nov. 12, 2011",73.0,203.0,75.4,42.3,1.0,4.0,1.0,0.0,0.0,900
matt mitrione,"Dec. 5, 2009",75.0,249.0,79.0,43.0,4.0,3.0,0.0,0.68,1.53,378
matt sayles,"Aug. 4, 2018",67.0,155.5,68.5,38.0,5.0,3.0,0.36,0.72,0.36,500
matt schnell,"Dec. 4, 2016",68.0,126.0,70.0,38.0,4.0,4.0,0.49,1.24,0.12,486
matt serra,"May. 4, 2001",66.0,170.0,68.9,38.8,2.0,3.0,2.05,0.89,0.45,722
matt van buren,"Jul. 6, 2014",77.0,205.0,76.0,43.5,8.0,7.0,0.0,0.0,0.0,396
matt veach,"Feb. 7, 2009",67.0,155.0,71.3,37.9,1.0,5.0,3.64,1.46,0.73,412
matt wiman,"May. 27, 2006",70.0,155.5,68.0,39.0,3.0,4.0,2.13,1.54,0.09,586
matthew lopez,"Jul. 14, 2016",67.0,135.5,69.0,38.0,3.0,4.0,3.32,1.33,0.0,678
matthew riddle,"Jun. 21, 2008",73.0,170.0,73.6,41.5,3.0,3.0,3.51,0.54,0.0,835
matthew semelsberger,"Aug. 22, 2020",73.0,171.0,75.0,41.0,4.0,4.0,1.01,0.38,1.26,649
matej penaz,"Sep. 27, 2025",73.2,185.0,76.3,42.8,1.0,3.0,0.0,0.0,0.0,47
maurice greene,"Nov. 30, 2019",79.0,237.0,82.0,46.0,3.0,4.0,0.0,0.44,0.44,507
maurice mitchell,"Sep. 27, 2025",69.0,144.0,71.6,39.4,4.0,4.0,0.0,0.0,0.0,237
maurice smith,"Jul. 27, 1997",74.0,225.0,77.3,42.5,0.0,0.0,0.89,0.89,0.0,507
mauricio rua,"Sep. 22, 2007",73.0,205.0,76.0,40.5,4.0,3.0,2.01,0.71,0.87,544
mauricio ruffy,"May. 4, 2024",71.0,156.0,75.0,41.0,4.0,4.0,0.0,0.0,1.01,534
max griffin,"Aug. 20, 2016",71.0,170.3,76.0,41.0,4.0,4.0,1.28,0.26,0.51,782
max grishin,"Jul. 11, 2020",75.0,205.0,78.0,43.5,3.0,2.0,0.21,0.0,0.43,840
max holloway,"Feb. 4, 2012",71.0,155.0,69.0,42.0,7.0,5.0,0.24,0.3,0.35,983
max mustaki,"Sep. 27, 2025",72.0,155.8,74.1,41.6,8.0,13.0,0.0,0.0,0.0,300
max rohskopf,"Jun. 20, 2020",73.0,155.0,71.0,40.0,2.0,6.0,3.0,1.5,0.0,600
maximo blanco,"Apr. 21, 2012",68.0,145.5,71.0,37.0,4.0,3.0,1.85,0.34,0.34,534
mayana kellem,"Sep. 27, 2025",65.0,134.3,65.9,36.8,2.0,3.0,0.0,0.0,0.0,62
maycee barber,"Nov. 10, 2018",65.0,126.5,65.0,38.0,5.0,3.0,1.44,0.1,0.0,730
mayra bueno silva,"Sep. 23, 2018",66.0,126.0,66.5,39.0,4.0,5.0,0.57,1.48,0.0,610
megan anderson,"Jun. 9, 2018",72.0,144.5,72.0,43.0,2.0,3.0,0.52,0.52,0.52,289
mehdi baghdad,"Jan. 18, 2016",73.0,155.5,75.0,40.0,3.0,5.0,0.0,0.0,0.77,585
melinda fabian,"Dec. 1, 2017",66.0,124.0,65.5,37.0,4.0,4.0,0.0,0.0,0.5,900
melissa croden,"Oct. 18, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
melissa gatto,"Aug. 7, 2021",65.0,141.0,69.0,38.0,4.0,3.0,1.47,0.49,0.24,736
melissa martinez,"Sep. 10, 2022",62.0,116.0,66.0,36.0,4.0,5.0,0.35,0.0,0.0,852
melissa mullins,"Oct. 14, 2023",67.0,136.0,68.0,40.0,4.0,4.0,2.03,0.0,0.0,667
melquizael costa,"Jan. 21, 2023",70.0,145.0,71.0,40.5,4.0,3.0,1.96,1.18,0.0,655
melsik baghdasaryan,"Jul. 31, 2021",69.0,145.0,70.0,39.0,5.0,3.0,0.0,0.0,0.24,631
melton bowen,"Dec. 16, 1994",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
melvin guillard,"Nov. 5, 2005",69.0,156.0,68.0,38.9,3.0,2.0,1.3,0.19,1.21,417
merab dvalishvili,"Dec. 9, 2017",66.0,134.0,68.0,38.0,4.0,2.0,5.84,0.3,0.06,996
michael aswell,"May. 31, 2025",68.0,155.0,69.0,38.0,9.0,8.0,0.0,0.0,0.0,900
michael bisping,"Jun. 24, 2006",73.0,186.0,75.5,44.5,4.0,3.0,1.05,0.32,0.4,697
michael bonnette,"Sep. 27, 2025",71.4,170.5,73.7,40.9,0.0,0.0,0.0,0.0,0.0,0
michael chandler,"Jan. 23, 2021",68.0,156.0,71.5,37.5,4.0,5.0,1.96,0.56,0.42,577
michael chiesa,"Jun. 2, 2012",73.0,171.0,75.5,43.0,2.0,2.0,3.05,0.97,0.07,576
michael cora,"Jul. 18, 2017",71.0,171.0,77.0,41.0,1.0,0.0,0.0,0.0,0.0,900
michael graves,"Jul. 12, 2015",72.0,170.5,71.0,39.0,1.0,1.0,4.8,0.4,0.0,750
michael johnson,"Dec. 5, 2010",70.0,155.0,73.5,41.0,4.0,4.0,0.58,0.04,0.54,697
michael kuiper,"Feb. 4, 2012",72.0,185.0,74.3,41.1,3.0,4.0,2.3,0.0,1.38,490
michael lombardo,"Sep. 27, 2025",72.0,168.5,72.0,40.8,1.0,3.0,2.5,0.0,0.0,900
michael mcbride,"Sep. 11, 2016",73.0,155.5,75.0,42.0,4.0,6.0,1.85,1.24,0.0,729
michael mcdonald,"Mar. 27, 2011",69.0,135.0,70.0,39.0,3.0,3.0,1.09,1.45,1.09,497
michael morales,"Jan. 22, 2022",72.0,170.5,79.0,41.0,6.0,3.0,1.09,0.0,1.31,588
michael page,"Mar. 9, 2024",75.0,185.0,79.0,42.0,2.0,2.0,0.23,0.0,0.23,644
michael patt,"Sep. 6, 2008",72.0,205.0,74.8,41.5,2.0,6.0,0.0,0.0,0.0,255
michael smith,"Sep. 27, 2025",71.0,161.5,72.0,40.0,0.0,0.0,0.0,0.0,0.0,0
michael trizano,"Jul. 6, 2018",71.0,147.6,71.0,40.0,4.0,4.0,0.36,0.54,0.54,713
michal figlak,"Sep. 3, 2022",70.0,155.0,70.0,39.0,4.0,5.0,0.5,0.0,0.0,900
michal martinek,"Sep. 27, 2025",74.6,239.5,77.6,43.2,2.0,4.0,0.0,0.0,0.0,196
michal oleksiejczuk,"Dec. 30, 2017",72.0,186.0,74.0,40.0,5.0,4.0,1.02,0.0,1.31,363
micheal gillmore,"Aug. 28, 2021",71.0,170.5,72.0,40.0,2.0,3.0,0.0,0.0,0.0,457
michel batista,"Sep. 27, 2025",75.0,262.5,75.5,42.1,0.0,4.0,6.72,0.0,0.0,134
michel pereira,"May. 18, 2019",73.0,186.0,73.0,42.0,4.0,4.0,1.13,0.72,0.31,624
michel prazeres,"May. 19, 2013",66.0,170.0,67.5,37.0,2.0,3.0,3.94,0.61,0.18,734
michel quinones,"Jun. 26, 2017",70.0,155.0,73.0,40.0,3.0,6.0,0.0,0.0,0.0,732
michelle montague,"Sep. 27, 2025",69.0,135.0,70.2,39.1,0.0,0.0,0.0,0.0,0.0,0
michelle waterson-gomez,"Jul. 12, 2015",63.0,115.0,62.0,35.5,3.0,4.0,1.39,0.63,0.0,837
michihiro omigawa,"Sep. 22, 2007",66.0,145.5,68.6,37.9,2.0,3.0,1.19,1.51,0.32,695
michinori tanaka,"Jun. 14, 2014",65.0,135.0,67.0,37.0,2.0,2.0,2.4,0.2,0.0,900
mick parkin,"Jul. 22, 2023",76.0,260.0,79.0,43.0,5.0,4.0,1.38,0.23,0.23,653
mickael lebout,"Apr. 11, 2015",71.0,155.0,73.0,39.0,3.0,3.0,0.0,0.0,0.0,900
mickey gall,"Feb. 7, 2016",74.0,170.8,74.0,41.0,4.0,5.0,1.15,1.58,0.29,483
micol di segni,"Sep. 27, 2025",63.6,115.5,63.7,37.3,7.0,6.0,0.0,0.0,0.0,900
miesha tate,"Aug. 19, 2012",66.0,135.5,65.0,37.5,3.0,3.0,1.97,1.22,0.05,769
miguel angel torres,"Feb. 5, 2011",69.0,135.5,68.8,39.0,4.0,2.0,0.0,1.6,0.49,611
miguel baeza,"Oct. 12, 2019",74.0,171.0,74.5,41.0,4.0,6.0,0.36,1.99,0.9,622
mike breeden,"Oct. 2, 2021",70.0,159.5,70.0,39.5,6.0,7.0,0.98,0.0,0.33,549
