days_since_debut_diff,losses_diff,wins_diff,head_target_diff,sig_strikes_ground_diff,sig_strikes_landed_diff,knockdown_avg_diff,takedowns_avg_diff,sig_strikes_standing_diff,sig_strikes_attempted_diff,takedowns_attempted_diff,takedown_defense_diff,submission_avg_diff,days_since_win_diff,leg_target_diff,winner
-721,3,-2,195,63,224,-0.16,1.29,114,288,41,-17,-0.11,-637.0,-59,1
0,0,-5,-159,-1,-196,-0.16,0.81,-177,-504,8,-28,-0.16,0.0,-10,1
-489,-3,-3,-675,-184,-908,-0.17,0.7599999999999998,-606,-1535,-51,-19,1.29,126.0,-80,1
-575,-5,-11,-253,-143,-525,0.59,-3.45,-265,-1068,-120,13,-0.6200000000000001,42.0,-150,1
4,0,-4,-110,89,3,0.1099999999999999,0.55,-145,-401,45,-20,0.15,-7.0,33,1
-251,-5,5,-299,-11,-349,0.17,0.2199999999999999,-325,-669,-25,48,0.5999999999999999,-271.0,28,0
-945,-7,-1,153,35,211,-0.12,-1.12,141,35,-16,-18,-0.22,-382.0,18,0
-851,-11,-8,179,134,167,0.0699999999999999,4.31,32,169,30,92,2.77,-291.0,-5,0
-1334,-4,-1,-105,-46,-75,-1.85,0.96,4,-200,-8,19,-0.17,-676.0,13,0
-923,-3,-4,71,-18,182,0.06,-2.4,177,83,-80,23,0.0,-28.0,-14,0
-214,2,-11,-226,-183,-327,-0.09,-1.95,-117,-540,-84,13,-1.13,587.0,-40,1
2267,3,4,197,-20,483,-0.39,-0.28,417,2093,24,4,-0.7800000000000001,245.0,164,1
0,-6,3,67,-10,126,0.35,-0.33,148,436,11,23,-0.51,0.0,26,0
1238,1,-4,208,-81,174,0.41,-0.4499999999999999,223,580,0,-22,-0.28,840.0,-44,1
-965,-4,-16,-417,-52,-706,-0.28,-0.1999999999999997,-585,-1435,-31,-2,-0.58,-28.0,-112,0
322,1,-7,-186,-70,-368,-0.4,-0.1400000000000001,-297,-919,-17,48,-0.5900000000000001,0.0,-112,1
-623,0,-1,72,0,149,1.56,-1.6799999999999995,77,240,-16,10,-0.66,0.0,24,1
371,4,6,124,149,15,0.0,4.21,-111,-15,49,-9,0.54,287.0,-14,0
-769,-1,12,196,130,322,0.32,1.3,172,535,56,-8,-0.58,-70.0,36,0
-112,-7,-6,18,5,-9,-0.17,-0.1299999999999999,-72,-317,-5,6,0.28,434.0,23,1
1918,7,-2,469,-20,714,-3.79,-2.56,657,1727,17,-32,-1.02,987.0,94,1
304,2,0,-203,-50,-391,0.14,0.27,-326,-726,4,2,-0.43,-497.0,-166,1
35,4,-7,-370,-95,-454,0.37,-0.6100000000000003,-324,-935,-48,-11,0.15,224.0,-46,1
-1008,-3,-20,-180,-24,-224,-0.14,-1.71,-137,-503,-56,-11,-0.0399999999999999,-679.0,0,1
-2827,-3,-15,-452,-125,-687,0.3399999999999999,-0.55,-442,-1438,-36,7,-0.51,-133.0,-58,1
616,6,-2,-325,-42,-513,0.07,-0.52,-263,-1223,-36,-2,0.38,-301.0,-63,0
-895,-4,-9,-757,-49,-1060,-0.09,-0.1799999999999999,-953,-2520,-29,-12,0.0,-511.0,-202,1
-1381,-2,-3,209,-66,498,0.14,-3.01,386,883,-127,14,0.0,42.0,112,1
28,-1,3,-183,-66,-372,-0.09,3.61,-262,-836,-64,-35,0.07,861.0,-68,1
2107,-6,-5,-207,-78,-378,0.08,-0.8200000000000001,-172,-605,-49,14,-0.0599999999999999,1014.0,-58,1
-938,0,-6,-284,-31,-453,0.41,-0.2199999999999999,-278,-453,-74,52,-0.7599999999999999,174.0,-78,1
-10,6,0,-38,-132,13,0.2299999999999999,-4.31,140,174,-20,-59,-2.77,-10.0,5,1
-1819,3,6,117,10,49,0.0,0.0199999999999999,3,-67,-10,-20,0.1,-49.0,-46,0
-610,3,-5,311,51,267,-0.15,2.186,358,577,71,73,0.486,-63.0,56,0
0,-1,4,62,26,41,0.45,-1.7199999999999998,1,-42,-39,35,-1.0699999999999998,0.0,-10,0
-1310,2,4,-16,-53,-548,-0.24,-1.1,-382,-560,-16,0,-0.24,49.0,-319,0
-147,-4,-14,-176,-26,-332,-0.77,-1.74,-272,-664,-18,-61,0.35,0.0,-45,1
-2294,-4,-8,-205,-82,-290,0.4499999999999999,-1.4500000000000002,-171,-633,-91,-20,-0.19,-77.0,-79,1
-203,-5,-3,-70,9,-156,-0.2599999999999999,-0.1799999999999999,-245,-127,1,11,-0.12,175.0,-125,1
-1533,-1,6,256,46,378,0.45,-1.36,444,716,-33,6,-0.0399999999999999,-420.0,57,0
165,0,-6,-191,-29,-239,-0.22,-0.7,-254,-532,-44,8,-1.32,-42.0,-31,1
-1099,1,5,-224,-41,-245,-0.35,-0.9999999999999998,-201,-666,-12,-57,0.78,-196.0,14,1
-570,0,-9,25,0,-107,-0.12,-0.2400000000000002,-95,-176,-44,-15,-0.6399999999999999,21.0,-59,1
-1216,5,3,-91,-2,-175,0.75,-2.38,-132,-389,-29,-34,-0.3399999999999998,-1217.0,-37,1
981,2,-5,77,71,91,0.1999999999999999,0.69,27,-169,36,6,0.57,875.0,3,0
1049,-1,-1,81,42,145,-0.0199999999999999,-0.4900000000000002,8,303,16,18,-0.63,232.0,69,0
-2467,-12,-24,-687,-138,-1159,-0.57,-0.3099999999999999,-833,-2092,-36,-17,-0.16,13.0,-135,1
-70,5,31,-288,-256,-287,-0.36,1.26,6,-534,-8,-15,1.95,-91.0,21,1
-1022,-3,-11,-679,-13,-888,-0.36,2.65,-828,-1920,10,15,0.0,-371.0,-6,1
-735,-7,-7,-251,-11,-545,0.37,0.7200000000000001,-416,-568,0,17,-0.48,-84.0,-252,1
-889,1,-5,-65,-29,-410,-0.11,0.06,-171,-531,2,1,1.5599999999999998,-518.0,-135,1
-1597,-7,8,-36,-8,-164,0.11,1.29,-102,-461,35,-1,1.0,-735.0,-40,0
0,2,2,195,-16,282,-3.54,1.35,264,560,22,-33,0.45,0.0,57,1
0,-1,0,-4,11,-31,-0.28,-1.93,-83,33,-11,-1,1.11,0.0,-3,1
-651,-5,6,-313,-78,-450,-0.09,1.45,-344,-1187,-19,-27,0.8299999999999998,140.0,-29,0
-354,-6,-6,-208,-41,-253,0.0,-1.4600000000000002,-175,-523,-35,51,-1.31,0.0,7,0
2754,11,17,203,114,285,-0.13,-1.52,164,520,27,-12,-0.3,2611.0,55,0
976,7,5,18,114,313,-0.1499999999999999,0.24,77,1066,21,12,0.5599999999999999,238.0,251,0
-1520,-14,-24,-511,-98,-746,-0.1,1.0,-557,-1890,-51,-17,-1.5,357.0,-116,0
-2197,-8,-2,275,244,332,-0.6499999999999999,5.13,15,711,234,1,0.3,-119.0,86,0
-224,-2,2,166,71,209,-0.2299999999999999,0.09,1,400,5,15,0.42,287.0,14,1
200,-2,-6,-29,25,-262,1.04,-0.14,-294,-472,-4,-15,0.0,616.0,-144,0
427,1,-9,-582,-18,-953,0.02,0.0999999999999999,-929,-1704,-8,3,-0.08,413.0,-162,1
2576,1,3,472,360,443,-0.3299999999999999,1.81,11,1212,182,-16,-0.1699999999999999,315.0,-149,0
0,5,1,211,54,344,1.26,1.01,255,783,13,-13,0.38,0.0,69,0
925,0,-6,-50,-19,-61,-0.27,0.2899999999999999,-34,34,3,-31,-0.83,925.0,2,0
-776,2,0,-99,-60,-175,-0.68,-0.8099999999999998,-122,-295,-9,26,-0.68,112.0,-39,1
0,7,-5,-41,-9,-116,0.12,-1.11,-100,-94,5,4,-0.0799999999999999,0.0,-38,0
-203,-3,-4,-103,38,-332,0.0,0.47,-347,-855,-16,-54,1.26,-63.0,-98,0
955,0,12,48,22,125,0.3099999999999999,-0.84,89,450,-3,-16,0.62,-316.0,51,0
-239,7,-4,-335,-74,-487,-0.12,-3.62,-389,-851,-56,-27,-0.93,-105.0,-115,1
386,2,3,-45,-6,87,0.51,-2.02,49,237,-15,40,-0.07,378.0,70,1
-329,-7,-4,24,33,51,-0.25,-0.4900000000000002,19,53,-5,17,-0.5,-84.0,14,0
223,-2,7,-5,24,147,-0.0399999999999999,0.41,45,124,13,5,0.5,119.0,93,0
-5239,-11,-11,-911,-60,-1456,-0.21,2.83,-1275,-2931,-9,35,0.1699999999999999,-84.0,-176,1
-3351,1,-2,81,-68,30,0.04,-0.81,158,-72,-68,8,-0.84,-651.0,-76,1
65,-3,-9,-60,-13,-139,-0.19,1.15,-114,-290,-6,35,-1.21,-154.0,-26,1
-2979,-8,-8,-274,-68,-423,-0.34,-0.26,-326,-1000,-32,-16,-0.67,-115.0,-86,1
-133,0,2,116,33,189,0.22,0.3,147,281,11,23,-0.3599999999999999,-133.0,44,0
-2344,-13,-10,-167,-129,-430,0.1399999999999999,-0.5900000000000001,-288,-1022,-50,11,-0.3,91.0,-54,1
1680,-2,-9,-65,3,-92,0.0,3.08,-134,-248,-21,44,-1.19,482.0,-23,1
-2459,-14,-31,-328,-447,-711,-0.45,-1.19,-102,-819,-56,-17,-0.83,-14.0,-80,1
-1630,-10,-12,-123,8,256,0.0,0.2999999999999998,210,-147,-35,24,0.52,210.0,151,1
-140,5,-3,-161,-143,-199,0.0,-4.11,-59,-395,-45,25,-0.48,0.0,-29,1
-2009,-8,-10,-807,-86,-1151,-0.4,4.5600000000000005,-874,-2384,15,50,-0.27,-749.0,-196,1
364,-1,-2,-493,-140,-641,-0.23,-0.4099999999999999,-365,-1050,-20,12,-0.42,252.0,-9,1
1182,0,-2,-69,-10,-93,-0.0199999999999999,0.2199999999999999,-61,-310,13,-9,-0.0199999999999999,-7.0,12,1
-652,9,9,-168,-62,-205,0.48,-0.7,-128,-413,-13,-20,-0.26,-105.0,-11,0
400,3,-1,320,111,379,-0.0999999999999999,1.27,262,868,30,14,0.12,31.0,-5,0
310,3,-1,291,92,361,1.24,0.36,303,839,-1,8,0.6700000000000002,-7.0,-7,0
21,6,3,-17,-2,10,-0.13,0.0,28,6,0,-43,0.67,-294.0,29,1
351,4,2,-148,-10,-339,0.0,1.2600000000000002,-201,-425,1,3,-1.25,-133.0,-42,1
958,2,2,-377,42,-369,0.5299999999999999,-2.58,-526,-1357,-109,19,0.23,-91.0,-81,1
480,2,2,16,-22,-96,0.38,0.8500000000000001,-59,22,20,-5,0.9,-434.0,-122,1
1775,-8,-11,-130,-10,-170,-0.6,0.0,-166,-505,7,-48,0.0,-98.0,-15,1
-601,-3,-7,-218,8,-389,-0.12,0.64,-392,-1006,14,-3,-0.12,-224.0,-35,1
77,-1,-4,88,-4,33,1.41,-0.56,27,-57,-11,6,-0.28,337.0,-41,0
-203,-9,-14,-59,-25,-100,-0.3,-0.96,-46,-138,-5,-27,-2.71,0.0,-14,1
-896,-3,-2,-222,-65,-315,0.0,-0.0499999999999998,-207,-581,-13,-43,0.12,-979.0,-51,1
-133,4,10,42,-65,159,-0.29,-1.6800000000000002,157,356,13,-54,0.76,-833.0,23,0
1177,7,-4,4,8,6,-0.15,0.2300000000000001,-74,-114,-9,28,-0.99,217.0,15,1
-2156,-8,-20,-526,-55,-1186,-0.36,-0.1799999999999999,-1034,-2408,-70,-24,-0.5299999999999999,-161.0,-289,0
1313,19,23,231,-80,356,-0.4,-2.4499999999999997,380,910,49,-57,-1.36,140.0,39,1
-935,-3,5,-69,-30,-70,-0.75,-0.17,-6,-15,-4,-1,0.0,91.0,5,0
622,-6,-16,-450,-95,-871,-0.1299999999999999,0.93,-732,-1665,-9,13,-0.44,0.0,-237,1
-392,0,3,-107,23,-109,0.0,2.96,-101,-260,25,-81,0.47,0.0,-4,0
-545,-4,-8,135,-26,39,-0.42,0.1099999999999999,45,54,-12,-39,1.11,-98.0,-105,0
336,-1,-9,-228,17,-392,-0.0899999999999999,0.27,-388,-1143,-3,3,-0.14,203.0,-261,1
567,2,-1,72,4,123,0.35,-8.219999999999999,112,264,-10,-5,-2.43,-666.0,36,1
424,-2,-5,-5,-65,25,-0.04,-1.32,81,43,-23,2,-0.41,252.0,-25,1
1491,2,7,-26,26,-377,0.29,2.13,-313,-549,39,35,0.0,-112.0,-172,1
-607,3,-7,0,82,12,0.11,0.6199999999999999,-10,-34,-1,-23,-0.2,-924.0,-7,1
-1043,-3,10,58,46,121,0.33,0.89,40,19,11,12,0.0,-595.0,0,0
-774,6,1,-138,-5,-330,0.12,0.6499999999999999,-273,-531,4,14,-0.43,161.0,-95,1
-444,0,-9,85,-44,251,-0.24,1.19,319,851,119,32,-0.54,-2674.0,89,1
750,3,7,74,-4,87,-0.56,-1.11,78,246,-5,-50,-0.24,0.0,11,1
-1159,2,-2,-410,-90,-604,-0.37,-2.31,-472,-1405,-42,-76,-0.37,-217.0,-87,1
-281,-4,-5,-298,-51,-608,0.0599999999999999,-0.34,-402,-1175,-2,19,-0.3,-287.0,-113,0
-217,-1,5,186,4,269,-0.76,0.0,231,581,0,-5,0.0,-364.0,-11,0
-659,1,0,366,10,260,0.1,-0.72,289,692,-46,2,0.16,35.0,-5,1
0,-2,7,225,26,389,-0.09,-0.2600000000000001,265,636,20,-6,1.14,0.0,63,0
-245,7,1,3,-22,-179,0.0,-1.0099999999999998,-12,-153,-14,16,0.1699999999999999,0.0,-11,1
53,-1,-4,-148,-35,-281,-0.25,0.27,-269,-607,-3,-1,-0.19,3.0,-43,1
-1036,-3,11,353,62,565,0.48,1.7399999999999998,499,1143,26,-27,-0.28,-616.0,157,0
-2360,-5,-12,1,124,74,-0.55,0.7099999999999999,-7,-84,39,5,-0.29,74.0,25,0
-329,3,-4,-223,-124,-373,0.0,0.29,-221,-741,-19,-12,0.2,-329.0,-50,1
382,-4,-1,103,-2,174,-3.54,1.02,151,384,15,-39,0.51,91.0,32,1
21,5,12,256,93,420,0.73,-0.2099999999999999,305,1347,30,5,-0.1699999999999999,-42.0,40,0
-245,-5,0,25,37,-14,1.03,-0.1299999999999999,-38,14,-44,35,-0.25,-63.0,-38,0
-239,-5,-5,507,142,774,-0.5800000000000001,0.41,602,1644,40,17,-0.06,-330.0,153,0
-1525,-3,-7,-517,-3,-1334,-0.54,3.51,-1270,-3024,57,-37,0.97,-574.0,-370,1
-399,-5,3,42,-11,-61,-0.8099999999999999,1.15,-68,-122,-2,2,1.4,0.0,-62,0
-203,0,-7,18,-30,19,-3.61,-3.27,31,65,-4,-37,-1.63,-77.0,-10,1
-1960,-1,-4,-121,-24,-116,-1.07,0.0,-68,-223,-7,-71,-1.07,-867.0,42,1
266,5,14,467,-29,586,0.26,-1.89,577,1094,-7,16,-0.2400000000000001,-105.0,48,0
1217,4,1,31,57,-9,-0.02,-0.3700000000000001,-74,-178,-28,17,-0.4600000000000001,-658.0,-5,1
-591,2,5,-14,-53,-15,-0.6,-3.89,49,105,-39,20,-1.75,-144.0,-9,1
0,2,-12,-232,-64,-203,0.09,-4.72,-162,-315,-113,-16,-0.11,0.0,1,0
-1448,1,-3,233,92,452,0.18,0.21,343,789,7,-8,0.08,-1351.0,105,0
532,5,3,-500,-64,-570,0.45,-1.87,-466,-1033,-42,-50,-0.93,84.0,-44,1
55,-3,-8,-268,-236,-344,0.21,-1.89,-159,-781,-79,36,-0.94,434.0,-51,1
-826,-1,0,-168,-30,-310,-0.29,-0.86,-234,-637,-36,4,-1.15,-623.0,-64,1
636,10,-2,83,7,-25,-0.37,2.97,-94,224,35,-13,0.1,154.0,-39,1
-1995,5,-2,38,-361,331,0.5,-5.220000000000001,592,318,-120,-17,-0.79,-245.0,242,1
-748,-1,-9,-253,-16,-225,-0.15,-0.2699999999999999,-247,-902,-24,-18,0.0,301.0,-61,1
1084,-1,-25,-511,6,-907,1.06,-0.32,-793,-1326,-8,-2,-0.0999999999999999,112.0,-187,1
-3192,-5,-18,-53,-47,-149,0.8,-0.56,-171,-303,-12,2,-1.68,378.0,-40,0
1841,12,18,310,4,453,-0.0299999999999999,-1.53,336,954,-14,6,-0.1,568.0,69,0
1180,3,4,-27,-57,70,0.7,-4.51,94,93,-47,71,-0.1999999999999999,0.0,33,0
-1827,-12,-3,-186,-65,-385,-0.2299999999999999,-0.9500000000000002,-237,-824,-59,22,0.63,-91.0,-105,0
-294,1,9,214,62,429,0.0,0.4500000000000002,339,873,51,-5,-0.9,-101.0,109,0
318,-2,-5,-133,-60,-233,-0.38,-0.3199999999999998,-176,-167,-3,-11,-0.13,-70.0,-165,0
-2261,-5,-8,-637,-107,-841,-0.07,-1.09,-605,-2170,-62,-67,-0.21,-126.0,-95,1
1720,8,6,507,-37,640,0.25,-1.0700000000000005,643,1996,-2,37,-0.95,-35.0,80,1
-980,3,-6,-1608,-93,-1973,0.31,-0.73,-1810,-4289,-28,-56,-0.16,-140.0,-86,1
-813,3,1,129,15,241,0.38,1.03,278,903,34,6,0.1,-1317.0,12,0
315,-2,-2,110,71,141,0.1499999999999999,0.2,81,229,3,37,-0.44,49.0,14,0
-1743,-5,-12,-464,-26,-762,-0.58,-0.1,-636,-1484,-14,-20,0.23,1442.0,-168,1
-2552,-5,-17,-672,-147,-1232,1.4700000000000002,-0.82,-928,-2450,-42,-25,-0.56,-42.0,-322,1
-329,6,8,48,20,67,0.46,6.9,41,146,31,75,0.92,0.0,6,0
0,-2,-10,-298,-32,-418,-1.54,0.0,-380,-1002,2,-82,0.0,0.0,-64,1
-413,1,-6,-305,-14,-389,0.21,2.74,-355,-826,-30,1,0.0,-413.0,-45,1
-8,0,-7,-500,-152,-652,0.0399999999999999,-2.33,-461,-1048,-75,-24,-0.39,252.0,-80,1
435,-2,11,406,188,119,-0.55,1.23,-12,179,70,-6,0.8799999999999999,-522.0,-212,0
-1228,0,1,109,-9,326,0.0699999999999999,-2.19,328,610,-69,6,-0.67,84.0,171,0
-406,-1,-8,-359,-49,-606,-0.56,-0.19,-545,-1398,-3,-15,-0.19,-28.0,-96,1
2009,2,4,-2,1,16,0.96,-1.26,-1,70,-5,30,-0.2199999999999999,1584.0,10,1
-51,-4,-8,-239,-70,-249,0.18,-1.07,-216,-353,-7,-5,-0.29,14.0,-15,1
2156,7,4,3,-54,108,0.89,-3.0900000000000003,152,122,-23,30,-0.35,203.0,78,1
-1540,-7,-8,-490,-49,-769,-0.2299999999999999,0.71,-656,-1610,-32,-23,1.44,-987.0,-119,1
-1176,-2,3,-21,-34,161,-1.09,-0.84,209,584,-13,0,-0.17,-518.0,122,0
-966,-6,-1,-308,-89,-453,-0.09,-1.09,-346,-1204,-43,-34,-0.55,-42.0,-28,1
2149,11,15,614,181,1059,-0.0199999999999999,1.66,667,2161,177,-10,0.35,112.0,160,0
-1110,-1,4,-280,-64,-446,-0.25,-0.2099999999999999,-332,-1083,-16,7,0.38,0.0,-64,1
-2164,-9,1,-447,-73,-588,0.0,2.26,-377,-1393,-43,47,0.55,-385.0,-79,0
-140,-2,1,95,18,70,0.0,0.1699999999999999,52,287,-8,37,-0.42,-140.0,1,0
-1665,-6,-10,-894,-51,-1082,0.57,-0.33,-950,-2747,-15,-7,-0.33,-399.0,-71,1
2043,0,4,1275,-7,1460,-0.07,-0.92,1443,3777,-23,19,-1.02,-126.0,18,0
-2289,3,6,-191,-23,-301,-0.97,0.4,-224,-576,2,6,0.0999999999999999,-1001.0,-72,1
-66,4,1,-197,-66,-308,-0.0699999999999999,0.3500000000000001,-246,-447,-51,19,-0.5200000000000001,42.0,18,1
-938,6,-4,-136,-194,-278,-0.09,-2.2,-99,0,-80,-17,-0.2299999999999999,-175.0,-116,1
-147,3,5,-28,-31,42,0.32,0.1399999999999996,75,169,-9,-36,-0.6399999999999999,0.0,49,1
0,2,-1,13,-15,14,-1.04,-0.32,15,-13,-9,21,-0.52,0.0,-10,0
1722,1,3,-352,8,-532,-0.4299999999999999,0.47,-738,-891,31,-5,0.0,329.0,-105,0
-1336,0,-6,-320,-29,-469,0.14,-0.84,-414,-938,-62,-19,0.7200000000000001,-196.0,-70,1
-3375,-5,-10,-609,-255,-946,-0.78,-0.5399999999999998,-494,-1756,-22,-14,0.6699999999999999,-602.0,-212,0
-14,-2,-9,-365,-113,-571,0.1099999999999999,0.5499999999999998,-473,-1698,-31,28,0.3399999999999999,-42.0,-61,1
-50,7,7,59,-16,249,0.28,0.0399999999999999,272,855,6,14,-0.1499999999999999,-350.0,40,1
-234,0,-9,-283,20,-368,-0.06,1.49,-321,-1243,13,28,0.5,-14.0,-40,1
1649,9,19,428,67,735,-0.15,0.3299999999999998,554,1446,33,-14,-0.0199999999999999,-42.0,11,0
1796,6,9,387,25,691,0.23,-2.31,595,1346,-1,-2,-0.37,-273.0,130,0
1838,1,-3,-132,-10,-249,-0.37,1.54,-225,-458,10,-41,0.29,-455.0,-80,1
-1658,-2,3,-181,-48,-207,-0.4999999999999999,-0.0299999999999999,-158,-375,-6,7,0.44,-531.0,-17,0
-1911,-4,6,140,-1,128,0.2,0.77,149,-162,-1,22,0.0,-966.0,6,0
-302,-3,-6,-255,-107,-234,0.28,-3.09,-57,-449,-54,-3,-0.48,105.0,-6,1
168,4,6,-54,10,-208,-0.39,0.4,-216,-370,-1,6,-1.99,-42.0,-93,1
-1425,-13,-24,-214,59,-287,-0.15,1.73,-460,-696,50,9,-0.52,-371.0,-74,1
105,1,-1,124,-18,89,-0.39,0.3700000000000001,134,152,8,21,0.25,0.0,28,0
-284,0,-3,-74,-33,-151,-0.23,-2.31,-73,-263,-30,34,0.5800000000000001,-6.0,-31,1
-304,-4,-8,-322,-161,-406,0.29,1.0100000000000002,-184,-825,-15,11,-1.15,-7.0,44,1
2233,8,6,-41,-22,1,-1.25,0.3399999999999998,-58,107,46,-56,0.1299999999999999,21.0,-12,1
13,0,-5,484,-57,347,0.05,-0.07,396,727,-5,-15,0.0399999999999999,35.0,-79,0
-1838,4,-2,-216,-60,-341,-0.4,0.2899999999999998,-262,-799,-20,17,-0.07,-140.0,-79,1
-1077,-4,-4,-91,-38,-167,-0.02,0.2599999999999999,-149,-376,-9,-15,0.61,70.0,-104,0
-2715,-14,-15,-120,-138,-228,0.0199999999999999,-1.09,-85,-602,-66,6,-0.5,224.0,-29,0
-2044,-5,-7,-318,-43,-597,0.32,0.53,-543,-1452,1,-36,0.2600000000000001,-763.0,-145,1
109,2,-5,-331,-176,-372,-0.12,-1.2,-193,-770,-43,12,-2.22,-364.0,7,1
-1582,-3,-7,-264,-96,-105,0.0499999999999999,-0.7799999999999999,-54,-302,-37,27,-0.5,-714.0,-29,0
-1020,4,5,494,130,681,0.23,-1.66,417,1123,20,7,-0.4399999999999999,-35.0,32,1
-70,3,-2,-886,-37,-1485,-0.15,0.4099999999999999,-1275,-2875,-2,-9,1.15,-308.0,-307,1
-420,-2,7,-286,-85,-407,-0.0399999999999999,1.48,-282,-988,-5,49,0.6200000000000001,35.0,-67,1
308,0,9,-276,106,-439,0.29,1.84,-684,-1289,79,-10,1.75,-280.0,-140,0
-2192,-1,-5,-258,35,-587,-0.06,0.54,-537,-1190,-34,-2,0.05,-1254.0,-180,1
244,3,-1,489,-34,542,-0.56,-0.1799999999999999,565,1516,-7,6,-0.98,0.0,45,0
-147,2,2,-131,26,-117,0.23,-3.140000000000001,-94,-400,-24,2,0.23,-546.0,22,1
-2128,-9,-10,-153,-51,-248,-0.13,-2.84,-157,-582,-59,7,-0.39,-749.0,-26,1
-428,-5,3,-149,-201,-142,0.38,-0.7400000000000002,30,-284,-65,45,0.1899999999999999,94.0,27,0
1257,7,7,-42,-13,-124,-0.13,0.5,-58,-176,18,2,0.13,0.0,-36,1
-1014,-4,-20,-369,-128,-528,0.53,-1.19,-335,-1114,-65,-11,-0.12,-21.0,-29,1
1064,-2,-1,842,43,1072,-0.45,-0.0799999999999999,940,2230,26,-4,0.01,-554.0,37,0
-2206,-3,-1,-280,5,-621,0.54,0.33,-612,-1494,-4,25,0.11,-42.0,-93,1
126,-1,0,270,42,319,0.12,1.77,272,740,41,73,-2.82,0.0,27,1
-1673,2,0,487,-25,448,-0.0699999999999999,-0.2799999999999999,452,1455,1,-12,-0.73,-189.0,-41,1
-182,2,9,61,-106,135,-0.11,-1.49,157,111,-26,-1,-0.23,49.0,33,0
-266,-8,-16,-68,-6,-166,0.45,-1.14,-125,-9,-19,-24,-0.72,-546.0,83,1
-2002,2,-4,-1603,-135,-2678,-0.0099999999999999,0.1,-2314,-5029,2,-6,-0.2299999999999999,-354.0,-313,1
284,5,-6,8,10,-74,0.2099999999999999,1.09,-253,-975,40,25,0.31,294.0,-158,1
274,-1,3,64,21,34,-0.0999999999999999,1.4,-13,24,45,10,-0.99,-259.0,-7,0
-63,-1,1,133,-1,192,0.43,-0.08,194,488,-15,56,-0.51,0.0,6,0
-196,0,-12,-289,36,-237,0.06,0.59,-293,-611,3,-11,0.0,-287.0,80,0
1581,0,-8,-193,-121,-343,-0.3299999999999999,-0.08,-225,-1013,-14,11,-0.08,869.0,-17,0
217,3,-4,-103,1,-145,1.1,0.0,-132,-398,1,-20,0.0,238.0,6,1
-1148,0,3,76,33,324,0.0,0.6900000000000001,295,437,19,-2,0.3400000000000001,-784.0,136,0
-1903,0,5,-32,-75,-48,0.0,-0.67,36,-70,-20,38,-0.8,-497.0,-11,0
-2237,-5,-4,-118,-29,-235,-0.28,0.5800000000000001,-154,-557,-19,8,-0.85,-431.0,-59,1
-567,-3,-9,-257,-57,-347,0.9,-2.58,-250,-1187,-61,5,0.8200000000000001,-301.0,-50,1
-634,-1,0,246,39,305,-0.44,2.186,279,753,36,80,-0.348,-466.0,35,1
567,-1,1,-47,-43,-23,-0.21,-1.33,8,-71,-6,-1,1.01,147.0,4,1
2030,6,13,-99,-48,-34,0.33,-0.8999999999999999,49,380,-10,21,-0.27,242.0,55,1
-1261,1,-7,-400,-77,-577,-0.37,-5.01,-445,-1315,-155,-45,-0.3,-252.0,-83,1
-3160,5,4,-197,-28,-210,0.48,-0.49,-148,-377,-6,45,-1.24,-413.0,-10,1
0,-5,3,143,3,479,0.0,-0.26,446,786,11,-10,0.55,0.0,171,0
-266,7,10,700,238,1019,0.0,-0.9299999999999996,581,2072,67,-14,-0.72,-133.0,132,1
88,4,1,-157,-97,-236,0.0799999999999999,0.3700000000000001,-131,-310,-6,-11,-0.31,0.0,-24,1
1873,-3,-13,-151,-48,-243,-0.37,-0.18,-172,-413,1,32,-0.26,-53.0,-64,1
123,1,-3,8,-4,49,0.0,-2.51,46,244,3,-36,-0.42,0.0,25,1
599,2,-11,-129,-82,-208,0.8,-0.8599999999999999,-124,-299,-43,-39,0.96,280.0,-21,1
-2401,-2,-1,-402,42,-697,-0.18,1.23,-663,-1454,2,-16,0.23,-336.0,-178,0
-418,-3,2,44,35,434,0.24,0.94,304,194,12,2,-0.13,-273.0,265,0
-1176,1,13,-188,-53,-224,0.2199999999999999,0.48,-136,-517,-36,-22,0.19,245.0,-31,0
-1645,-6,-10,-680,-39,-1130,-0.18,2.21,-962,-2601,-55,-9,2.19,0.0,-268,1
-279,1,-5,-151,-22,-304,-0.05,1.7799999999999998,-77,-413,34,21,0.29,-336.0,-28,1
-825,-4,-8,-1111,-92,-1308,1.11,-0.4799999999999998,-992,-2600,-69,3,-1.11,161.0,-113,1
-595,3,2,-155,-24,-21,-1.16,0.14,-60,-428,5,-6,-0.09,-651.0,83,0
-3500,-12,-11,-218,-111,-540,-0.1,1.37,-265,-1144,-123,17,-1.02,-524.0,-114,0
7,7,-3,-7,-28,190,-0.35,-0.0899999999999998,202,311,11,25,-0.33,-189.0,100,1
1103,3,-10,22,-12,-23,0.19,-1.01,0,33,-10,9,0.19,0.0,-47,1
4012,6,5,499,248,737,-0.1999999999999999,1.01,394,2093,180,3,0.02,49.0,54,1
-1786,-8,-9,23,-435,-97,-0.55,-0.8099999999999999,539,71,-46,-1,-0.59,-49.0,38,0
-1469,2,-9,-223,-49,-391,0.5499999999999999,-2.38,-272,-885,-74,12,-0.7,-413.0,-68,1
